user_ID,video_ID,video_name,rating_type,rating,timestamp
2,14,"['..\\videos\\source\\BallUnderWater_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\RIFE\\30\\BallUnderWater_30_rife-ncnn-v23_60.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\BallUnderWater_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\RIFE\\30\\BallUnderWater_30_rife-ncnn-v23_60.mp4']",radio,4,2022-06-24 13:49:56 995479
2,15,"['..\\videos\\source\\Birthday_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\duplicated\\30\\Birthday_30.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\Birthday_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\duplicated\\30\\Birthday_30.mp4']",radio,2,2022-06-24 13:50:20 740699
2,16,"['..\\videos\\source\\ArenaOfValor_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\duplicated\\30\\ArenaOfValor_30.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\ArenaOfValor_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\duplicated\\30\\ArenaOfValor_30.mp4']",radio,2,2022-06-24 13:51:06 072978
2,17,"['..\\videos\\source\\BarScene_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\duplicated\\15\\BarScene_15.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\BarScene_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\duplicated\\15\\BarScene_15.mp4']",radio,1,2022-06-24 13:51:29 603591
2,18,"['..\\videos\\source\\BarScene_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\SVP\\15\\BarScene_15_svp_60.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\BarScene_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\SVP\\15\\BarScene_15_svp_60.mp4']",radio,3,2022-06-24 13:51:56 132745
2,19,"['..\\videos\\source\\Birthday_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\SVP\\15\\Birthday_15_svp_60.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\Birthday_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\SVP\\15\\Birthday_15_svp_60.mp4']",radio,1,2022-06-24 13:52:18 028045
2,20,"['..\\videos\\source\\Birthday_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\duplicated\\15\\Birthday_15.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\Birthday_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\duplicated\\15\\Birthday_15.mp4']",radio,1,2022-06-24 13:52:39 510505
2,21,"['..\\videos\\source\\ArenaOfValor_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\SVP\\30\\ArenaOfValor_30_svp_60.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\ArenaOfValor_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\SVP\\30\\ArenaOfValor_30_svp_60.mp4']",radio,3,2022-06-24 13:53:37 958932
2,22,"['..\\videos\\source\\ArenaOfValor_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\RIFE\\15\\ArenaOfValor_15_rife-ncnn-v23_60.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\ArenaOfValor_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\RIFE\\15\\ArenaOfValor_15_rife-ncnn-v23_60.mp4']",radio,1,2022-06-24 13:54:32 859036
2,23,"['..\\videos\\source\\BallUnderWater_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\SVP\\15\\BallUnderWater_15_svp_60.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\BallUnderWater_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\SVP\\15\\BallUnderWater_15_svp_60.mp4']",radio,1,2022-06-24 13:55:29 552082
2,24,"['..\\videos\\source\\Birthday_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\SVP\\30\\Birthday_30_svp_60.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\Birthday_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\SVP\\30\\Birthday_30_svp_60.mp4']",radio,5,2022-06-24 13:55:52 280353
2,25,"['..\\videos\\source\\BallUnderWater_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\duplicated\\15\\BallUnderWater_15.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\BallUnderWater_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\duplicated\\15\\BallUnderWater_15.mp4']",radio,1,2022-06-24 13:56:49 948218
2,26,"['..\\videos\\source\\Beauty_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\RIFE\\30\\Beauty_30_rife-ncnn-v23_60.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\Beauty_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\RIFE\\30\\Beauty_30_rife-ncnn-v23_60.mp4']",radio,2,2022-06-24 13:57:11 597860
2,27,"['..\\videos\\source\\BarScene_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\duplicated\\30\\BarScene_30.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\BarScene_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\duplicated\\30\\BarScene_30.mp4']",radio,5,2022-06-24 13:57:34 070344
2,28,"['..\\videos\\source\\Birthday_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\RIFE\\30\\Birthday_30_rife-ncnn-v23_60.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\Birthday_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\RIFE\\30\\Birthday_30_rife-ncnn-v23_60.mp4']",radio,5,2022-06-24 13:57:56 553025
2,29,"['..\\videos\\source\\Beauty_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\RIFE\\15\\Beauty_15_rife-ncnn-v23_60.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\Beauty_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\RIFE\\15\\Beauty_15_rife-ncnn-v23_60.mp4']",radio,1,2022-06-24 13:58:23 833264
3,0,"['..\\videos\\source\\Bookcase_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\duplicated\\15\\Bookcase_15.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\Bookcase_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\duplicated\\15\\Bookcase_15.mp4']",radio,1,2022-06-24 14:48:07 014750
3,1,"['..\\videos\\source\\Bookcase_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\SVP\\30\\Bookcase_30_svp_60.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\Bookcase_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\SVP\\30\\Bookcase_30_svp_60.mp4']",radio,2,2022-06-24 14:49:00 666371
3,2,"['..\\videos\\source\\BirthdayFlashPart1_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\duplicated\\30\\BirthdayFlashPart1_30.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\BirthdayFlashPart1_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\duplicated\\30\\BirthdayFlashPart1_30.mp4']",radio,3,2022-06-24 14:49:22 861604
3,3,"['..\\videos\\source\\BoatPart2_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\duplicated\\30\\BoatPart2_30.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\BoatPart2_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\duplicated\\30\\BoatPart2_30.mp4']",radio,1,2022-06-24 14:49:58 362729
3,4,"['..\\videos\\source\\BirthdayFlashPart1_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\RIFE\\15\\BirthdayFlashPart1_15_rife-ncnn-v23_60.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\BirthdayFlashPart1_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\RIFE\\15\\BirthdayFlashPart1_15_rife-ncnn-v23_60.mp4']",radio,1,2022-06-24 14:50:20 236463
3,5,"['..\\videos\\source\\Bosphorus_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\duplicated\\15\\Bosphorus_15.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\Bosphorus_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\duplicated\\15\\Bosphorus_15.mp4']",radio,2,2022-06-24 14:50:47 459172
3,6,"['..\\videos\\source\\Bosphorus_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\SVP\\15\\Bosphorus_15_svp_60.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\Bosphorus_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\SVP\\15\\Bosphorus_15_svp_60.mp4']",radio,2,2022-06-24 14:51:13 436677
3,7,"['..\\videos\\source\\Bookcase_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\RIFE\\30\\Bookcase_30_rife-ncnn-v23_60.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\Bookcase_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\RIFE\\30\\Bookcase_30_rife-ncnn-v23_60.mp4']",radio,4,2022-06-24 14:52:07 457041
3,8,"['..\\videos\\source\\Bookcase_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\SVP\\15\\Bookcase_15_svp_60.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\Bookcase_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\SVP\\15\\Bookcase_15_svp_60.mp4']",radio,3,2022-06-24 14:53:03 842221
3,9,"['..\\videos\\source\\BirthdayFlashPart2_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\RIFE\\15\\BirthdayFlashPart2_15_rife-ncnn-v23_60.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\BirthdayFlashPart2_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\RIFE\\15\\BirthdayFlashPart2_15_rife-ncnn-v23_60.mp4']",radio,2,2022-06-24 14:53:26 604012
3,10,"['..\\videos\\source\\BirthdayFlashPart2_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\SVP\\30\\BirthdayFlashPart2_30_svp_60.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\BirthdayFlashPart2_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\SVP\\30\\BirthdayFlashPart2_30_svp_60.mp4']",radio,2,2022-06-24 14:53:49 920243
3,11,"['..\\videos\\source\\BirthdayFlashPart2_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\RIFE\\30\\BirthdayFlashPart2_30_rife-ncnn-v23_60.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\BirthdayFlashPart2_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\RIFE\\30\\BirthdayFlashPart2_30_rife-ncnn-v23_60.mp4']",radio,4,2022-06-24 14:54:13 277925
3,12,"['..\\videos\\source\\Bosphorus_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\RIFE\\30\\Bosphorus_30_rife-ncnn-v23_60.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\Bosphorus_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\RIFE\\30\\Bosphorus_30_rife-ncnn-v23_60.mp4']",radio,5,2022-06-24 14:54:35 027540
3,13,"['..\\videos\\source\\Bosphorus_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\duplicated\\30\\Bosphorus_30.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\Bosphorus_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\duplicated\\30\\Bosphorus_30.mp4']",radio,3,2022-06-24 14:55:03 389586
3,14,"['..\\videos\\source\\BoatPart2_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\RIFE\\30\\BoatPart2_30_rife-ncnn-v23_60.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\BoatPart2_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\RIFE\\30\\BoatPart2_30_rife-ncnn-v23_60.mp4']",radio,3,2022-06-24 14:55:45 565969
3,15,"['..\\videos\\source\\BirthdayFlashPart1_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\SVP\\30\\BirthdayFlashPart1_30_svp_60.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\BirthdayFlashPart1_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\SVP\\30\\BirthdayFlashPart1_30_svp_60.mp4']",radio,3,2022-06-24 14:56:10 451389
3,16,"['..\\videos\\source\\Bosphorus_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\RIFE\\15\\Bosphorus_15_rife-ncnn-v23_60.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\Bosphorus_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\RIFE\\15\\Bosphorus_15_rife-ncnn-v23_60.mp4']",radio,4,2022-06-24 14:56:31 887757
3,17,"['..\\videos\\source\\BoatPart2_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\duplicated\\15\\BoatPart2_15.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\BoatPart2_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\duplicated\\15\\BoatPart2_15.mp4']",radio,1,2022-06-24 14:57:10 639688
3,18,"['..\\videos\\source\\BoatPart2_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\RIFE\\15\\BoatPart2_15_rife-ncnn-v23_60.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\BoatPart2_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\RIFE\\15\\BoatPart2_15_rife-ncnn-v23_60.mp4']",radio,2,2022-06-24 14:57:51 192460
3,19,"['..\\videos\\source\\BoatPart2_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\SVP\\30\\BoatPart2_30_svp_60.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\BoatPart2_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\SVP\\30\\BoatPart2_30_svp_60.mp4']",radio,5,2022-06-24 14:58:29 454225
3,20,"['..\\videos\\source\\BirthdayFlashPart2_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\duplicated\\15\\BirthdayFlashPart2_15.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\BirthdayFlashPart2_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\duplicated\\15\\BirthdayFlashPart2_15.mp4']",radio,1,2022-06-24 14:58:52 610595
3,21,"['..\\videos\\source\\BirthdayFlashPart1_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\duplicated\\15\\BirthdayFlashPart1_15.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\BirthdayFlashPart1_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\duplicated\\15\\BirthdayFlashPart1_15.mp4']",radio,2,2022-06-24 14:59:14 001758
3,22,"['..\\videos\\source\\BirthdayFlashPart1_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\RIFE\\30\\BirthdayFlashPart1_30_rife-ncnn-v23_60.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\BirthdayFlashPart1_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\RIFE\\30\\BirthdayFlashPart1_30_rife-ncnn-v23_60.mp4']",radio,4,2022-06-24 14:59:37 767537
3,23,"['..\\videos\\source\\BirthdayFlashPart2_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\duplicated\\30\\BirthdayFlashPart2_30.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\BirthdayFlashPart2_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\duplicated\\30\\BirthdayFlashPart2_30.mp4']",radio,3,2022-06-24 14:59:59 418995
3,24,"['..\\videos\\source\\Bookcase_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\RIFE\\15\\Bookcase_15_rife-ncnn-v23_60.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\Bookcase_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\RIFE\\15\\Bookcase_15_rife-ncnn-v23_60.mp4']",radio,4,2022-06-24 15:00:53 295099
3,25,"['..\\videos\\source\\BoatPart2_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\SVP\\15\\BoatPart2_15_svp_60.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\BoatPart2_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\SVP\\15\\BoatPart2_15_svp_60.mp4']",radio,2,2022-06-24 15:01:32 189226
3,26,"['..\\videos\\source\\BirthdayFlashPart1_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\SVP\\15\\BirthdayFlashPart1_15_svp_60.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\BirthdayFlashPart1_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\SVP\\15\\BirthdayFlashPart1_15_svp_60.mp4']",radio,2,2022-06-24 15:01:58 655505
3,27,"['..\\videos\\source\\Bookcase_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\duplicated\\30\\Bookcase_30.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\Bookcase_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\duplicated\\30\\Bookcase_30.mp4']",radio,1,2022-06-24 15:02:53 053963
3,28,"['..\\videos\\source\\BirthdayFlashPart2_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\SVP\\15\\BirthdayFlashPart2_15_svp_60.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\BirthdayFlashPart2_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\SVP\\15\\BirthdayFlashPart2_15_svp_60.mp4']",radio,1,2022-06-24 15:03:19 346074
3,29,"['..\\videos\\source\\Bosphorus_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\SVP\\30\\Bosphorus_30_svp_60.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\Bosphorus_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\SVP\\30\\Bosphorus_30_svp_60.mp4']",radio,4,2022-06-24 15:03:42 796070
4,0,"['..\\videos\\source\\BricksBushesStatic_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\RIFE\\30\\BricksBushesStatic_30_rife-ncnn-v23_60.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\BricksBushesStatic_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\RIFE\\30\\BricksBushesStatic_30_rife-ncnn-v23_60.mp4']",radio,2,2022-06-24 16:24:45 027401
4,1,"['..\\videos\\source\\BricksLeaves_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\RIFE\\15\\BricksLeaves_15_rife-ncnn-v23_60.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\BricksLeaves_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\RIFE\\15\\BricksLeaves_15_rife-ncnn-v23_60.mp4']",radio,1,2022-06-24 16:25:40 031311
4,2,"['..\\videos\\source\\BricksLeaves_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\RIFE\\30\\BricksLeaves_30_rife-ncnn-v23_60.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\BricksLeaves_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\RIFE\\30\\BricksLeaves_30_rife-ncnn-v23_60.mp4']",radio,1,2022-06-24 16:26:33 969722
4,3,"['..\\videos\\source\\BoxerFace_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\RIFE\\15\\BoxerFace_15_rife-ncnn-v23_60.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\BoxerFace_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\RIFE\\15\\BoxerFace_15_rife-ncnn-v23_60.mp4']",radio,1,2022-06-24 16:26:56 635187
4,4,"['..\\videos\\source\\BoxerFace_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\duplicated\\15\\BoxerFace_15.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\BoxerFace_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\duplicated\\15\\BoxerFace_15.mp4']",radio,1,2022-06-24 16:27:18 792247
4,5,"['..\\videos\\source\\BricksBushesStatic_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\RIFE\\15\\BricksBushesStatic_15_rife-ncnn-v23_60.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\BricksBushesStatic_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\RIFE\\15\\BricksBushesStatic_15_rife-ncnn-v23_60.mp4']",radio,1,2022-06-24 16:28:14 629639
4,6,"['..\\videos\\source\\Bridge_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\SVP\\30\\Bridge_30_svp_60.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\Bridge_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\SVP\\30\\Bridge_30_svp_60.mp4']",radio,5,2022-06-24 16:29:31 545318
4,7,"['..\\videos\\source\\Bridge_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\RIFE\\30\\Bridge_30_rife-ncnn-v23_60.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\Bridge_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\RIFE\\30\\Bridge_30_rife-ncnn-v23_60.mp4']",radio,5,2022-06-24 16:30:53 887300
4,8,"['..\\videos\\source\\BricksLeaves_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\duplicated\\30\\BricksLeaves_30.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\BricksLeaves_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\duplicated\\30\\BricksLeaves_30.mp4']",radio,2,2022-06-24 16:31:49 727797
