user_ID,video_ID,video_name,tracker
3,28,"['..\\videos\\source\\BirthdayFlashPart2_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\SVP\\15\\BirthdayFlashPart2_15_svp_60.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\BirthdayFlashPart2_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\SVP\\15\\BirthdayFlashPart2_15_svp_60.mp4']",No tracking data submitted.
3,29,"['..\\videos\\source\\Bosphorus_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\SVP\\30\\Bosphorus_30_svp_60.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\Bosphorus_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\SVP\\30\\Bosphorus_30_svp_60.mp4']",No tracking data submitted.
4,0,"['..\\videos\\source\\BricksBushesStatic_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\RIFE\\30\\BricksBushesStatic_30_rife-ncnn-v23_60.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\BricksBushesStatic_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\RIFE\\30\\BricksBushesStatic_30_rife-ncnn-v23_60.mp4']",No tracking data submitted.
4,1,"['..\\videos\\source\\BricksLeaves_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\RIFE\\15\\BricksLeaves_15_rife-ncnn-v23_60.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\BricksLeaves_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\RIFE\\15\\BricksLeaves_15_rife-ncnn-v23_60.mp4']",No tracking data submitted.
4,2,"['..\\videos\\source\\BricksLeaves_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\RIFE\\30\\BricksLeaves_30_rife-ncnn-v23_60.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\BricksLeaves_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\RIFE\\30\\BricksLeaves_30_rife-ncnn-v23_60.mp4']",No tracking data submitted.
4,3,"['..\\videos\\source\\BoxerFace_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\RIFE\\15\\BoxerFace_15_rife-ncnn-v23_60.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\BoxerFace_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\RIFE\\15\\BoxerFace_15_rife-ncnn-v23_60.mp4']",No tracking data submitted.
4,4,"['..\\videos\\source\\BoxerFace_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\duplicated\\15\\BoxerFace_15.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\BoxerFace_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\duplicated\\15\\BoxerFace_15.mp4']",No tracking data submitted.
4,5,"['..\\videos\\source\\BricksBushesStatic_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\RIFE\\15\\BricksBushesStatic_15_rife-ncnn-v23_60.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\BricksBushesStatic_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\RIFE\\15\\BricksBushesStatic_15_rife-ncnn-v23_60.mp4']",No tracking data submitted.
4,6,"['..\\videos\\source\\Bridge_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\SVP\\30\\Bridge_30_svp_60.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\Bridge_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\SVP\\30\\Bridge_30_svp_60.mp4']",No tracking data submitted.
4,7,"['..\\videos\\source\\Bridge_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\RIFE\\30\\Bridge_30_rife-ncnn-v23_60.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\Bridge_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\RIFE\\30\\Bridge_30_rife-ncnn-v23_60.mp4']",No tracking data submitted.
4,8,"['..\\videos\\source\\BricksLeaves_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\duplicated\\30\\BricksLeaves_30.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\BricksLeaves_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\duplicated\\30\\BricksLeaves_30.mp4']",No tracking data submitted.
4,9,"['..\\videos\\source\\BricksLeaves_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\SVP\\15\\BricksLeaves_15_svp_60.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\BricksLeaves_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\SVP\\15\\BricksLeaves_15_svp_60.mp4']",No tracking data submitted.
4,10,"['..\\videos\\source\\BoxerFace_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\duplicated\\30\\BoxerFace_30.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\BoxerFace_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\duplicated\\30\\BoxerFace_30.mp4']",No tracking data submitted.
4,11,"['..\\videos\\source\\BridgeViewTraffic_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\RIFE\\30\\BridgeViewTraffic_30_rife-ncnn-v23_60.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\BridgeViewTraffic_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\RIFE\\30\\BridgeViewTraffic_30_rife-ncnn-v23_60.mp4']",No tracking data submitted.
4,12,"['..\\videos\\source\\BridgeViewTraffic_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\SVP\\15\\BridgeViewTraffic_15_svp_60.mp4', '.\\videos\\gray.mkv', '..\\videos\\source\\BridgeViewTraffic_LossLess.mp4', '.\\videos\\gray.mkv', '..\\videos\\SVP\\15\\BridgeViewTraffic_15_svp_60.mp4']",No tracking data submitted.
